,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
763,240.0,240.0,40.0,85.0,0.471,2.0,7.0,0.286,16.0,20.0,0.8,15.0,29.0,44.0,28.0,6.0,7.0,14.0,17.0,98.0,,0.522,0.482,0.082,0.235,34.9,82.9,56.4,70.0,6.8,14.6,13.0,100.0,110.4,114.9,,,14.0,22.0,1.0,1.0,2.0,1.0,6.0,7.0,1.0,6.0,5.0,11.0,9.0,2.0,2.0,4.0,4.0,34.0,11.0,1.0,1.0,0.5,0.364,22.5,19.7,19.8,41.4,5.8,11.0,50.0,30.2,202.0,123.0,MIL,98,1,0,240.0,240.0,39.0,74.0,0.527,7.0,26.0,0.269,17.0,22.0,0.773,6.0,28.0,34.0,30.0,10.0,4.0,11.0,16.0,102.0,,0.609,0.574,0.351,0.297,17.1,65.1,43.6,76.9,11.3,5.1,11.6,100.0,114.9,110.4,,,10.0,15.0,0.909,3.0,9.0,0.5,4.0,6.0,1.0,4.0,8.0,8.0,8.0,3.0,2.0,2.0,3.0,25.0,7.0,0.98,0.955,1.0,1.5,38.8,26.4,21.8,39.0,6.0,3.6,31.1,28.3,171.0,118.0,CHI,102,0,2016,2016-04-03,False
764,240.0,240.0,32.0,83.0,0.386,14.0,40.0,0.35,10.0,17.0,0.588,15.0,29.0,44.0,19.0,6.0,4.0,10.0,17.0,88.0,,0.486,0.47,0.482,0.205,30.0,82.9,51.8,59.4,7.1,8.0,10.0,100.0,103.6,91.8,,,8.0,19.0,1.0,6.0,13.0,0.5,3.0,4.0,1.0,5.0,7.0,10.0,6.0,2.0,2.0,3.0,5.0,21.0,16.0,1.014,1.0,0.929,0.5,21.3,40.7,23.9,39.7,3.6,9.9,50.0,30.0,214.0,100.0,DAL,88,0,1,240.0,240.0,29.0,71.0,0.408,4.0,21.0,0.19,16.0,18.0,0.889,6.0,35.0,41.0,20.0,8.0,4.0,16.0,18.0,78.0,,0.494,0.437,0.296,0.254,17.1,70.0,48.2,69.0,9.4,9.3,16.9,100.0,91.8,103.6,,,12.0,21.0,0.571,2.0,7.0,0.333,5.0,5.0,1.0,3.0,18.0,21.0,9.0,2.0,3.0,6.0,5.0,30.0,7.0,0.647,0.595,1.0,2.0,9.6,38.9,26.7,41.2,6.8,7.8,100.0,31.0,117.0,116.0,MIN,78,1,2016,2016-04-03,True
765,240.0,240.0,29.0,71.0,0.408,4.0,21.0,0.19,16.0,18.0,0.889,6.0,35.0,41.0,20.0,8.0,4.0,16.0,18.0,78.0,,0.494,0.437,0.296,0.254,17.1,70.0,48.2,69.0,9.4,9.3,16.9,100.0,91.8,103.6,,,12.0,21.0,0.571,2.0,7.0,0.333,5.0,5.0,1.0,3.0,18.0,21.0,9.0,2.0,3.0,6.0,5.0,30.0,7.0,0.647,0.595,1.0,2.0,9.6,38.9,26.7,41.2,6.8,7.8,100.0,31.0,117.0,116.0,MIN,78,1,0,240.0,240.0,32.0,83.0,0.386,14.0,40.0,0.35,10.0,17.0,0.588,15.0,29.0,44.0,19.0,6.0,4.0,10.0,17.0,88.0,,0.486,0.47,0.482,0.205,30.0,82.9,51.8,59.4,7.1,8.0,10.0,100.0,103.6,91.8,,,8.0,19.0,1.0,6.0,13.0,0.5,3.0,4.0,1.0,5.0,7.0,10.0,6.0,2.0,2.0,3.0,5.0,21.0,16.0,1.014,1.0,0.929,0.5,21.3,40.7,23.9,39.7,3.6,9.9,50.0,30.0,214.0,100.0,DAL,88,0,2016,2016-04-03,False
766,240.0,240.0,34.0,81.0,0.42,7.0,22.0,0.318,17.0,20.0,0.85,7.0,46.0,53.0,17.0,5.0,3.0,16.0,18.0,92.0,,0.512,0.463,0.272,0.247,17.5,71.9,51.0,50.0,5.2,4.2,15.1,100.0,96.2,91.0,,,7.0,15.0,0.75,2.0,7.0,0.4,5.0,6.0,1.0,2.0,8.0,9.0,5.0,1.0,1.0,4.0,3.0,20.0,19.0,0.759,0.75,0.778,1.5,7.5,21.1,14.6,41.7,2.7,2.4,37.6,31.5,131.0,95.0,IND,92,0,1,240.0,240.0,33.0,96.0,0.344,7.0,25.0,0.28,14.0,20.0,0.7,18.0,33.0,51.0,20.0,7.0,9.0,10.0,18.0,87.0,,0.415,0.38,0.26,0.208,28.1,82.5,49.0,60.6,7.3,15.3,8.7,100.0,91.0,96.2,,,7.0,16.0,0.6,5.0,10.0,0.5,5.0,7.0,1.0,10.0,7.0,15.0,6.0,3.0,6.0,3.0,4.0,21.0,10.0,0.661,0.633,0.667,0.778,21.3,36.2,19.6,32.3,4.8,13.9,20.0,24.4,134.0,101.0,NYK,87,1,2016,2016-04-03,True
767,240.0,240.0,33.0,96.0,0.344,7.0,25.0,0.28,14.0,20.0,0.7,18.0,33.0,51.0,20.0,7.0,9.0,10.0,18.0,87.0,,0.415,0.38,0.26,0.208,28.1,82.5,49.0,60.6,7.3,15.3,8.7,100.0,91.0,96.2,,,7.0,16.0,0.6,5.0,10.0,0.5,5.0,7.0,1.0,10.0,7.0,15.0,6.0,3.0,6.0,3.0,4.0,21.0,10.0,0.661,0.633,0.667,0.778,21.3,36.2,19.6,32.3,4.8,13.9,20.0,24.4,134.0,101.0,NYK,87,1,0,240.0,240.0,34.0,81.0,0.42,7.0,22.0,0.318,17.0,20.0,0.85,7.0,46.0,53.0,17.0,5.0,3.0,16.0,18.0,92.0,,0.512,0.463,0.272,0.247,17.5,71.9,51.0,50.0,5.2,4.2,15.1,100.0,96.2,91.0,,,7.0,15.0,0.75,2.0,7.0,0.4,5.0,6.0,1.0,2.0,8.0,9.0,5.0,1.0,1.0,4.0,3.0,20.0,19.0,0.759,0.75,0.778,1.5,7.5,21.1,14.6,41.7,2.7,2.4,37.6,31.5,131.0,95.0,IND,92,0,2016,2016-04-03,False
768,240.0,240.0,41.0,89.0,0.461,8.0,21.0,0.381,17.0,26.0,0.654,12.0,34.0,46.0,22.0,4.0,4.0,14.0,21.0,107.0,,0.533,0.506,0.236,0.292,28.6,72.3,51.7,53.7,4.1,6.3,12.2,100.0,109.0,121.2,,,8.0,17.0,1.0,5.0,10.0,1.0,5.0,6.0,1.0,3.0,7.0,10.0,7.0,2.0,1.0,4.0,4.0,24.0,11.0,1.0,1.0,0.6,2.0,24.5,26.2,20.7,31.7,3.4,97.8,28.6,54.7,200.0,129.0,MEM,107,0,1,240.0,240.0,43.0,90.0,0.478,10.0,26.0,0.385,23.0,29.0,0.793,13.0,30.0,43.0,27.0,10.0,3.0,10.0,21.0,119.0,,0.579,0.533,0.289,0.322,27.7,71.4,48.3,62.8,10.2,4.4,8.9,100.0,121.2,109.0,,,10.0,19.0,1.0,3.0,8.0,0.75,7.0,7.0,1.0,4.0,9.0,12.0,11.0,3.0,1.0,3.0,5.0,25.0,17.0,0.901,1.0,0.8,0.467,14.2,35.7,20.1,42.1,5.4,2.5,33.3,33.1,166.0,119.0,ORL,119,1,2016,2016-04-03,False
769,240.0,240.0,43.0,90.0,0.478,10.0,26.0,0.385,23.0,29.0,0.793,13.0,30.0,43.0,27.0,10.0,3.0,10.0,21.0,119.0,,0.579,0.533,0.289,0.322,27.7,71.4,48.3,62.8,10.2,4.4,8.9,100.0,121.2,109.0,,,10.0,19.0,1.0,3.0,8.0,0.75,7.0,7.0,1.0,4.0,9.0,12.0,11.0,3.0,1.0,3.0,5.0,25.0,17.0,0.901,1.0,0.8,0.467,14.2,35.7,20.1,42.1,5.4,2.5,33.3,33.1,166.0,119.0,ORL,119,1,0,240.0,240.0,41.0,89.0,0.461,8.0,21.0,0.381,17.0,26.0,0.654,12.0,34.0,46.0,22.0,4.0,4.0,14.0,21.0,107.0,,0.533,0.506,0.236,0.292,28.6,72.3,51.7,53.7,4.1,6.3,12.2,100.0,109.0,121.2,,,8.0,17.0,1.0,5.0,10.0,1.0,5.0,6.0,1.0,3.0,7.0,10.0,7.0,2.0,1.0,4.0,4.0,24.0,11.0,1.0,1.0,0.6,2.0,24.5,26.2,20.7,31.7,3.4,97.8,28.6,54.7,200.0,129.0,MEM,107,0,2016,2016-04-03,True
770,240.0,240.0,39.0,81.0,0.481,10.0,27.0,0.37,13.0,17.0,0.765,4.0,29.0,33.0,27.0,9.0,10.0,10.0,20.0,101.0,,0.571,0.543,0.333,0.21,10.8,70.7,42.3,69.2,9.7,19.6,10.2,100.0,108.9,92.7,,,8.0,16.0,0.727,6.0,12.0,0.667,5.0,5.0,1.0,2.0,6.0,7.0,7.0,2.0,2.0,2.0,5.0,22.0,20.0,0.833,0.833,1.0,1.0,15.6,21.1,18.5,31.2,8.1,11.3,25.8,28.3,148.0,105.0,UTA,101,0,1,240.0,240.0,33.0,78.0,0.423,8.0,27.0,0.296,12.0,19.0,0.632,12.0,33.0,45.0,16.0,5.0,1.0,21.0,19.0,86.0,,0.498,0.474,0.346,0.244,29.3,89.2,57.7,48.5,5.4,1.9,19.6,100.0,92.7,108.9,,,10.0,16.0,1.0,3.0,8.0,0.5,3.0,4.0,1.0,5.0,13.0,18.0,7.0,2.0,1.0,5.0,5.0,24.0,4.0,1.0,1.0,0.8,0.5,15.4,93.8,44.5,45.1,2.5,2.2,40.0,34.3,200.0,114.0,PHO,86,1,2016,2016-04-03,True
771,240.0,240.0,33.0,78.0,0.423,8.0,27.0,0.296,12.0,19.0,0.632,12.0,33.0,45.0,16.0,5.0,1.0,21.0,19.0,86.0,,0.498,0.474,0.346,0.244,29.3,89.2,57.7,48.5,5.4,1.9,19.6,100.0,92.7,108.9,,,10.0,16.0,1.0,3.0,8.0,0.5,3.0,4.0,1.0,5.0,13.0,18.0,7.0,2.0,1.0,5.0,5.0,24.0,4.0,1.0,1.0,0.8,0.5,15.4,93.8,44.5,45.1,2.5,2.2,40.0,34.3,200.0,114.0,PHO,86,1,0,240.0,240.0,39.0,81.0,0.481,10.0,27.0,0.37,13.0,17.0,0.765,4.0,29.0,33.0,27.0,9.0,10.0,10.0,20.0,101.0,,0.571,0.543,0.333,0.21,10.8,70.7,42.3,69.2,9.7,19.6,10.2,100.0,108.9,92.7,,,8.0,16.0,0.727,6.0,12.0,0.667,5.0,5.0,1.0,2.0,6.0,7.0,7.0,2.0,2.0,2.0,5.0,22.0,20.0,0.833,0.833,1.0,1.0,15.6,21.1,18.5,31.2,8.1,11.3,25.8,28.3,148.0,105.0,UTA,101,0,2016,2016-04-03,False
772,240.0,240.0,30.0,81.0,0.37,12.0,31.0,0.387,18.0,30.0,0.6,11.0,40.0,51.0,19.0,13.0,4.0,24.0,19.0,90.0,,0.478,0.444,0.383,0.37,22.9,75.5,50.5,63.3,12.5,6.6,20.3,100.0,86.4,98.8,,,12.0,25.0,1.0,4.0,9.0,0.571,6.0,10.0,1.0,3.0,10.0,13.0,4.0,4.0,2.0,7.0,4.0,34.0,11.0,0.709,1.0,0.778,2.0,13.6,25.5,19.4,62.3,5.9,10.0,41.5,33.0,129.0,106.0,PHO,90,0,1,240.0,240.0,39.0,95.0,0.411,11.0,34.0,0.324,14.0,19.0,0.737,13.0,37.0,50.0,26.0,16.0,3.0,16.0,21.0,103.0,,0.498,0.468,0.358,0.2,24.5,77.1,49.5,66.7,15.4,6.0,13.4,100.0,98.8,86.4,,,8.0,18.0,1.0,3.0,7.0,0.5,6.0,8.0,1.0,5.0,13.0,17.0,8.0,5.0,3.0,4.0,4.0,20.0,26.0,1.017,1.0,0.667,1.0,13.2,36.5,22.7,30.9,6.8,8.1,33.3,35.9,212.0,98.0,ATL,103,1,2016,2016-04-05,False
773,240.0,240.0,39.0,95.0,0.411,11.0,34.0,0.324,14.0,19.0,0.737,13.0,37.0,50.0,26.0,16.0,3.0,16.0,21.0,103.0,,0.498,0.468,0.358,0.2,24.5,77.1,49.5,66.7,15.4,6.0,13.4,100.0,98.8,86.4,,,8.0,18.0,1.0,3.0,7.0,0.5,6.0,8.0,1.0,5.0,13.0,17.0,8.0,5.0,3.0,4.0,4.0,20.0,26.0,1.017,1.0,0.667,1.0,13.2,36.5,22.7,30.9,6.8,8.1,33.3,35.9,212.0,98.0,ATL,103,1,0,240.0,240.0,30.0,81.0,0.37,12.0,31.0,0.387,18.0,30.0,0.6,11.0,40.0,51.0,19.0,13.0,4.0,24.0,19.0,90.0,,0.478,0.444,0.383,0.37,22.9,75.5,50.5,63.3,12.5,6.6,20.3,100.0,86.4,98.8,,,12.0,25.0,1.0,4.0,9.0,0.571,6.0,10.0,1.0,3.0,10.0,13.0,4.0,4.0,2.0,7.0,4.0,34.0,11.0,0.709,1.0,0.778,2.0,13.6,25.5,19.4,62.3,5.9,10.0,41.5,33.0,129.0,106.0,PHO,90,0,2016,2016-04-05,True
774,240.0,240.0,46.0,87.0,0.529,15.0,33.0,0.455,17.0,24.0,0.708,13.0,42.0,55.0,32.0,10.0,4.0,17.0,21.0,124.0,,0.636,0.615,0.379,0.276,31.7,80.8,59.1,69.6,10.0,6.9,14.8,100.0,123.4,101.5,,,9.0,14.0,0.667,3.0,6.0,0.75,7.0,7.0,1.0,3.0,11.0,14.0,12.0,4.0,1.0,5.0,5.0,26.0,26.0,0.804,0.833,1.0,0.556,21.2,69.4,46.6,55.6,8.1,12.4,50.0,43.3,175.0,111.0,OKC,124,0,1,240.0,240.0,37.0,88.0,0.42,10.0,30.0,0.333,18.0,27.0,0.667,10.0,28.0,38.0,28.0,9.0,4.0,13.0,19.0,102.0,,0.511,0.477,0.341,0.307,19.2,68.3,40.9,75.7,9.0,7.4,11.5,100.0,101.5,123.4,,,6.0,14.0,0.6,3.0,6.0,0.667,5.0,7.0,1.0,3.0,8.0,10.0,5.0,2.0,2.0,5.0,4.0,17.0,0.0,0.751,0.75,0.6,1.0,11.7,34.0,18.7,34.1,4.3,10.8,24.1,32.6,141.0,126.0,DEN,102,1,2016,2016-04-05,True
775,240.0,240.0,37.0,88.0,0.42,10.0,30.0,0.333,18.0,27.0,0.667,10.0,28.0,38.0,28.0,9.0,4.0,13.0,19.0,102.0,,0.511,0.477,0.341,0.307,19.2,68.3,40.9,75.7,9.0,7.4,11.5,100.0,101.5,123.4,,,6.0,14.0,0.6,3.0,6.0,0.667,5.0,7.0,1.0,3.0,8.0,10.0,5.0,2.0,2.0,5.0,4.0,17.0,0.0,0.751,0.75,0.6,1.0,11.7,34.0,18.7,34.1,4.3,10.8,24.1,32.6,141.0,126.0,DEN,102,1,0,240.0,240.0,46.0,87.0,0.529,15.0,33.0,0.455,17.0,24.0,0.708,13.0,42.0,55.0,32.0,10.0,4.0,17.0,21.0,124.0,,0.636,0.615,0.379,0.276,31.7,80.8,59.1,69.6,10.0,6.9,14.8,100.0,123.4,101.5,,,9.0,14.0,0.667,3.0,6.0,0.75,7.0,7.0,1.0,3.0,11.0,14.0,12.0,4.0,1.0,5.0,5.0,26.0,26.0,0.804,0.833,1.0,0.556,21.2,69.4,46.6,55.6,8.1,12.4,50.0,43.3,175.0,111.0,OKC,124,0,2016,2016-04-05,False
776,265.0,265.0,44.0,86.0,0.512,8.0,17.0,0.471,28.0,36.0,0.778,6.0,34.0,40.0,30.0,14.0,6.0,17.0,15.0,124.0,,0.609,0.558,0.198,0.419,14.0,79.1,46.5,68.2,12.5,9.5,14.3,100.0,110.5,104.3,,,11.0,19.0,0.75,4.0,7.0,0.667,15.0,17.0,0.889,2.0,10.0,12.0,9.0,6.0,2.0,5.0,5.0,35.0,29.0,0.898,0.833,0.5,1.417,6.3,32.4,16.5,38.7,6.8,8.9,40.0,29.8,173.0,112.0,MIN,124,0,1,265.0,265.0,49.0,98.0,0.5,12.0,35.0,0.343,7.0,8.0,0.875,9.0,37.0,46.0,35.0,9.0,5.0,23.0,29.0,117.0,,0.576,0.561,0.357,0.082,20.9,86.0,53.5,71.4,8.0,7.2,18.5,100.0,104.3,110.5,,,12.0,25.0,1.0,4.0,14.0,0.8,3.0,3.0,1.0,2.0,13.0,15.0,15.0,3.0,2.0,6.0,6.0,28.0,16.0,1.017,1.0,0.56,0.333,14.5,50.1,28.9,46.3,3.7,4.8,42.9,35.0,151.0,118.0,GSW,117,1,2016,2016-04-05,True
777,265.0,265.0,49.0,98.0,0.5,12.0,35.0,0.343,7.0,8.0,0.875,9.0,37.0,46.0,35.0,9.0,5.0,23.0,29.0,117.0,,0.576,0.561,0.357,0.082,20.9,86.0,53.5,71.4,8.0,7.2,18.5,100.0,104.3,110.5,,,12.0,25.0,1.0,4.0,14.0,0.8,3.0,3.0,1.0,2.0,13.0,15.0,15.0,3.0,2.0,6.0,6.0,28.0,16.0,1.017,1.0,0.56,0.333,14.5,50.1,28.9,46.3,3.7,4.8,42.9,35.0,151.0,118.0,GSW,117,1,0,265.0,265.0,44.0,86.0,0.512,8.0,17.0,0.471,28.0,36.0,0.778,6.0,34.0,40.0,30.0,14.0,6.0,17.0,15.0,124.0,,0.609,0.558,0.198,0.419,14.0,79.1,46.5,68.2,12.5,9.5,14.3,100.0,110.5,104.3,,,11.0,19.0,0.75,4.0,7.0,0.667,15.0,17.0,0.889,2.0,10.0,12.0,9.0,6.0,2.0,5.0,5.0,35.0,29.0,0.898,0.833,0.5,1.417,6.3,32.4,16.5,38.7,6.8,8.9,40.0,29.8,173.0,112.0,MIN,124,0,2016,2016-04-05,False
778,240.0,240.0,26.0,83.0,0.313,6.0,20.0,0.3,23.0,25.0,0.92,14.0,29.0,43.0,11.0,10.0,3.0,15.0,23.0,81.0,,0.431,0.349,0.241,0.301,25.9,82.9,48.3,42.3,10.7,5.2,13.8,100.0,86.8,110.4,,,5.0,17.0,1.0,2.0,6.0,0.667,5.0,6.0,1.0,3.0,9.0,12.0,4.0,2.0,1.0,3.0,5.0,17.0,9.0,0.906,1.0,0.462,4.0,17.0,39.2,20.6,29.8,5.4,4.4,27.9,31.6,194.0,116.0,LAL,81,0,1,240.0,240.0,40.0,78.0,0.513,7.0,20.0,0.35,16.0,26.0,0.615,6.0,40.0,46.0,26.0,11.0,4.0,13.0,17.0,103.0,,0.576,0.558,0.256,0.333,17.1,74.1,51.7,65.0,11.8,6.3,12.7,100.0,110.4,86.8,,,10.0,14.0,1.0,2.0,4.0,0.5,6.0,9.0,1.0,3.0,12.0,14.0,8.0,2.0,1.0,4.0,4.0,25.0,30.0,1.0,1.0,0.571,1.0,22.1,38.6,31.2,86.6,7.2,4.1,40.5,32.2,207.0,95.0,LAC,103,1,2016,2016-04-05,False
779,240.0,240.0,40.0,78.0,0.513,7.0,20.0,0.35,16.0,26.0,0.615,6.0,40.0,46.0,26.0,11.0,4.0,13.0,17.0,103.0,,0.576,0.558,0.256,0.333,17.1,74.1,51.7,65.0,11.8,6.3,12.7,100.0,110.4,86.8,,,10.0,14.0,1.0,2.0,4.0,0.5,6.0,9.0,1.0,3.0,12.0,14.0,8.0,2.0,1.0,4.0,4.0,25.0,30.0,1.0,1.0,0.571,1.0,22.1,38.6,31.2,86.6,7.2,4.1,40.5,32.2,207.0,95.0,LAC,103,1,0,240.0,240.0,26.0,83.0,0.313,6.0,20.0,0.3,23.0,25.0,0.92,14.0,29.0,43.0,11.0,10.0,3.0,15.0,23.0,81.0,,0.431,0.349,0.241,0.301,25.9,82.9,48.3,42.3,10.7,5.2,13.8,100.0,86.8,110.4,,,5.0,17.0,1.0,2.0,6.0,0.667,5.0,6.0,1.0,3.0,9.0,12.0,4.0,2.0,1.0,3.0,5.0,17.0,9.0,0.906,1.0,0.462,4.0,17.0,39.2,20.6,29.8,5.4,4.4,27.9,31.6,194.0,116.0,LAL,81,0,2016,2016-04-05,True
780,240.0,240.0,34.0,77.0,0.442,11.0,29.0,0.379,13.0,19.0,0.684,13.0,29.0,42.0,22.0,6.0,11.0,20.0,20.0,92.0,,0.539,0.513,0.377,0.247,30.2,70.7,50.0,64.7,6.5,16.2,19.0,100.0,100.0,117.4,,,7.0,15.0,0.667,6.0,9.0,0.667,3.0,6.0,1.0,6.0,9.0,10.0,8.0,1.0,4.0,5.0,4.0,20.0,2.0,1.012,1.0,1.0,0.462,35.3,42.2,21.1,51.2,2.8,8.0,42.9,28.5,161.0,127.0,CHI,92,0,1,240.0,240.0,39.0,87.0,0.448,7.0,19.0,0.368,23.0,26.0,0.885,12.0,30.0,42.0,18.0,13.0,1.0,11.0,15.0,108.0,,0.549,0.489,0.218,0.299,29.3,69.8,50.0,46.2,14.1,2.1,10.1,100.0,117.4,100.0,,,10.0,19.0,1.0,2.0,7.0,1.0,7.0,8.0,1.0,5.0,8.0,10.0,4.0,4.0,1.0,2.0,3.0,27.0,23.0,1.064,1.0,0.7,2.0,16.7,29.9,17.2,30.6,7.0,4.0,22.2,30.7,225.0,112.0,MEM,108,1,2016,2016-04-05,False
781,240.0,240.0,39.0,87.0,0.448,7.0,19.0,0.368,23.0,26.0,0.885,12.0,30.0,42.0,18.0,13.0,1.0,11.0,15.0,108.0,,0.549,0.489,0.218,0.299,29.3,69.8,50.0,46.2,14.1,2.1,10.1,100.0,117.4,100.0,,,10.0,19.0,1.0,2.0,7.0,1.0,7.0,8.0,1.0,5.0,8.0,10.0,4.0,4.0,1.0,2.0,3.0,27.0,23.0,1.064,1.0,0.7,2.0,16.7,29.9,17.2,30.6,7.0,4.0,22.2,30.7,225.0,112.0,MEM,108,1,0,240.0,240.0,34.0,77.0,0.442,11.0,29.0,0.379,13.0,19.0,0.684,13.0,29.0,42.0,22.0,6.0,11.0,20.0,20.0,92.0,,0.539,0.513,0.377,0.247,30.2,70.7,50.0,64.7,6.5,16.2,19.0,100.0,100.0,117.4,,,7.0,15.0,0.667,6.0,9.0,0.667,3.0,6.0,1.0,6.0,9.0,10.0,8.0,1.0,4.0,5.0,4.0,20.0,2.0,1.012,1.0,1.0,0.462,35.3,42.2,21.1,51.2,2.8,8.0,42.9,28.5,161.0,127.0,CHI,92,0,2016,2016-04-05,True
782,240.0,240.0,32.0,80.0,0.4,5.0,22.0,0.227,20.0,25.0,0.8,12.0,31.0,43.0,14.0,7.0,1.0,13.0,14.0,89.0,,0.489,0.431,0.275,0.313,26.1,81.6,51.2,43.8,7.8,1.4,12.5,100.0,98.7,118.7,,,8.0,18.0,1.0,2.0,5.0,1.0,8.0,8.0,1.0,3.0,10.0,13.0,3.0,2.0,1.0,6.0,4.0,21.0,-1.0,1.389,1.5,1.0,1.0,26.6,42.3,24.9,38.3,13.6,2.4,50.0,47.1,269.0,125.0,DET,89,0,1,240.0,240.0,44.0,84.0,0.524,9.0,14.0,0.643,10.0,14.0,0.714,7.0,34.0,41.0,22.0,6.0,4.0,9.0,17.0,107.0,,0.593,0.577,0.167,0.167,18.4,73.9,48.8,50.0,6.7,6.9,9.1,100.0,118.7,98.7,,,9.0,15.0,0.667,4.0,5.0,1.0,6.0,7.0,0.857,4.0,8.0,12.0,8.0,2.0,4.0,4.0,4.0,22.0,19.0,0.889,0.889,0.556,0.7,17.6,63.0,34.5,36.3,13.6,11.5,100.0,29.7,169.0,109.0,MIA,107,1,2016,2016-04-05,False
783,240.0,240.0,44.0,84.0,0.524,9.0,14.0,0.643,10.0,14.0,0.714,7.0,34.0,41.0,22.0,6.0,4.0,9.0,17.0,107.0,,0.593,0.577,0.167,0.167,18.4,73.9,48.8,50.0,6.7,6.9,9.1,100.0,118.7,98.7,,,9.0,15.0,0.667,4.0,5.0,1.0,6.0,7.0,0.857,4.0,8.0,12.0,8.0,2.0,4.0,4.0,4.0,22.0,19.0,0.889,0.889,0.556,0.7,17.6,63.0,34.5,36.3,13.6,11.5,100.0,29.7,169.0,109.0,MIA,107,1,0,240.0,240.0,32.0,80.0,0.4,5.0,22.0,0.227,20.0,25.0,0.8,12.0,31.0,43.0,14.0,7.0,1.0,13.0,14.0,89.0,,0.489,0.431,0.275,0.313,26.1,81.6,51.2,43.8,7.8,1.4,12.5,100.0,98.7,118.7,,,8.0,18.0,1.0,2.0,5.0,1.0,8.0,8.0,1.0,3.0,10.0,13.0,3.0,2.0,1.0,6.0,4.0,21.0,-1.0,1.389,1.5,1.0,1.0,26.6,42.3,24.9,38.3,13.6,2.4,50.0,47.1,269.0,125.0,DET,89,0,2016,2016-04-05,True
784,240.0,240.0,41.0,75.0,0.547,18.0,36.0,0.5,9.0,10.0,0.9,2.0,39.0,41.0,30.0,4.0,8.0,16.0,14.0,109.0,,0.686,0.667,0.48,0.133,6.5,76.5,50.0,73.2,4.4,11.1,16.8,100.0,119.7,87.9,,,7.0,12.0,1.0,7.0,11.0,0.75,2.0,3.0,1.0,2.0,9.0,9.0,9.0,1.0,3.0,4.0,2.0,21.0,22.0,1.0,1.0,1.0,2.0,17.5,33.3,23.1,53.0,5.3,9.2,75.0,29.0,215.0,98.0,CLE,109,0,1,240.0,240.0,35.0,88.0,0.398,4.0,16.0,0.25,6.0,12.0,0.5,12.0,29.0,41.0,20.0,7.0,1.0,10.0,14.0,80.0,,0.429,0.42,0.182,0.136,23.5,93.5,50.0,57.1,7.7,2.6,9.7,100.0,87.9,119.7,,,10.0,19.0,0.6,2.0,10.0,0.5,5.0,10.0,0.5,4.0,11.0,14.0,8.0,3.0,1.0,3.0,3.0,22.0,-1.0,0.611,0.611,0.588,0.526,14.3,43.4,20.9,42.9,3.8,2.8,33.3,28.6,118.0,124.0,MIL,80,1,2016,2016-04-05,True
